1,376
1,1985
1,2110
1,2187
1,6705
1,11128
1,10619
1,2029
1,4869
1,6070
1,3779
1,12265
1,2080
1,13051
1,3711
1,779
1,4174
1,3412
1,6833
1,590
1,2398
1,356
1,1446
1,6684
1,11916
1,3497
1,4668
1,1809
1,3575
1,12879
1,12981
1,7532
1,5396
1,13687
1,13012
1,1293
1,1971
1,9335
1,3374
1,13600
1,2085
1,9951
1,765
1,8562
1,9619
1,10388
1,7397
1,13281
1,11068
1,3688
1,13412
1,8221
1,3210
1,114
1,8557
1,11527
1,4679
1,1690
1,8143
0.99999,5570
0.99999,3620
0.99999,13913
0.99999,5156
0.99999,6303
0.99999,6692
0.99999,6873
0.99999,5638
0.99998,929
0.99998,1259
0.99998,12447
0.99998,4154
0.99998,6852
0.99997,6950
0.99997,766
0.99997,11456
0.99997,4917
0.99996,13607
0.99996,11181
0.99996,7761
0.99996,5817
0.99995,9994
0.99995,10665
0.99994,9613
0.99994,6124
0.99993,13386
0.99993,2777
0.99993,13364
0.99992,7188
0.99991,5475
0.99991,8150
0.9999,5900
0.99987,10740
0.99986,7764
0.99985,2679
0.99984,9407
0.99983,7830
0.99982,3987
0.99977,4046
0.99975,9955
0.99975,7454
0.99974,11962
0.99972,9968
0.99964,8925
0.99963,9503
0.99963,1673
0.99957,721
0.99955,4558
0.99954,2224
0.99936,6761
0.99933,3859
0.99932,2833
0.99932,12941
0.99932,10846
0.99917,4497
0.99914,1023
0.99913,3033
0.99904,2696
0.99893,4839
0.99888,4218
0.99888,1693
0.99871,13884
0.99871,4008
0.99866,1164
0.99865,3394
0.99859,1883
0.9985,4847
0.99844,13717
0.99827,8970
0.99827,894
0.99819,6547
0.99818,6224
0.99812,2283
0.99783,10058
0.99778,1057
0.99775,4166
0.99764,7124
0.99761,138
0.99758,3903
0.99738,12203
0.99714,10819
0.99704,12902
0.99698,2143
0.99694,6462
0.99685,1026
0.99658,10403
0.99655,775
0.9965,3099
0.99624,8934
0.99605,980
0.99544,9876
0.99507,4632
0.99494,10450
0.99481,13711
0.9946,9863
0.99403,9199
0.99396,3113
0.99362,9317
0.99355,11677
0.99316,9857
0.99307,876
0.99291,801
0.99264,6713
0.9924,575
0.99221,2578
0.99196,8179
0.99193,2875
0.9919,10814
0.99085,10587
0.99056,10664
0.98991,453
0.9891,2358
0.98869,9861
0.98867,2965
0.98859,10751
0.98824,10727
0.98773,2360
0.98747,8261
0.98746,7784
0.98702,177
0.98677,4626
0.98659,2184
0.9863,8176
0.98557,10857
0.98483,527
0.98447,5463
0.9842,393
0.98416,10165
0.98385,4131
0.98377,11744
0.98365,10022
0.98341,10613
0.98303,5736
0.98074,6333
0.98051,10547
0.97986,5671
0.97973,6254
0.97964,1385
0.97927,13697
0.9786,7320
0.97844,3509
0.97813,8190
0.97789,5003
0.97737,1038
0.97698,6040
0.97629,3399
0.97626,4156
0.97603,6023
0.9753,7815
0.97421,11125
0.97393,6584
0.97296,10894
0.97219,9726
0.97199,12432
0.97189,1313
0.9715,6838
0.97129,329
0.9706,8468
0.97003,5964
0.96805,10618
0.96759,2347
0.96758,9576
0.96747,10954
0.96716,1283
0.9671,13441
