1,7
1,22
1,35
1,40
1,83
1,88
1,111
1,115
1,116
1,125
1,152
1,184
1,194
1,196
1,208
1,248
1,287
1,329
1,330
1,353
1,360
1,363
1,364
1,380
1,388
1,393
1,398
1,405
1,415
1,424
1,434
1,491
1,495
1,504
1,613
1,618
1,641
1,657
1,669
1,711
1,741
1,763
1,764
1,784
1,806
1,822
1,850
1,853
1,860
1,927
1,999
1,1018
1,1038
1,1049
1,1084
1,1148
1,1222
1,1255
1,1283
1,1294
1,1325
1,1454
1,1576
1,1588
1,1675
1,1771
1,1984
1,2029
1,2032
1,2224
1,2280
1,2283
1,2536
1,2578
1,2661
1,2690
1,2781
1,3230
1,3365
1,3410
1,3415
1,3416
1,3592
1,4756
1,4854
1,4904
1,5227
1,5418
1,5463
1,5701
1,5960
1,6177
1,6394
1,6463
1,6630
1,6852
1,6873
1,7338
1,7414
1,7706
1,7886
1,7889
1,8221
1,9269
1,9289
1,9350
1,9407
1,9573
1,9584
1,9692
1,9857
1,10013
1,10165
1,10508
1,10518
1,10536
1,10587
1,10596
1,10669
1,10740
1,10811
1,10909
1,10915
1,10926
1,10945
1,10954
1,10958
1,10986
1,11014
1,11015
1,11068
1,11069
1,11131
1,11144
1,11264
1,11342
1,11677
1,12196
1,12900
1,13149
1,13281
1,13833
1,13860
0.93333,24
0.93333,211
0.93333,217
0.93333,10513
0.93333,10519
0.93333,10535
0.93333,13076
0.88889,2360
0.83333,4
0.83333,8
0.83333,138
0.83333,158
0.83333,226
0.83333,312
0.83333,633
0.83333,671
0.83333,709
0.83333,877
0.83333,1118
0.83333,1391
0.83333,1474
0.83333,1613
0.83333,2696
0.83333,2997
0.83333,5729
0.83333,5875
0.83333,6000
0.83333,6497
0.83333,6684
0.77778,895
0.77778,6764
0.77778,7571
0.77778,10552
0.77778,10590
0.77778,10603
0.77778,10606
0.77778,10650
0.77778,10660
0.77778,10664
0.77778,10682
0.77778,10709
0.77778,10727
0.77778,10730
0.77778,10751
0.77778,10767
0.77778,10797
0.77778,10849
0.77778,10857
0.77778,10882
0.77778,10883
0.77778,10894
0.75,65
0.75,1448
0.75,7202
0.75,10388
0.75,57
0.75,359
0.75,361
0.75,527
0.75,579
0.75,624
0.75,690
0.75,731
0.75,779
0.75,1011
0.75,1016
0.75,1129
0.75,1219
0.75,1419
0.75,1503
0.75,1524
0.75,1720
0.75,1964
0.75,2094
0.75,2121
0.75,2133
0.75,2199
0.75,2223
0.75,2342
0.75,2347
0.75,2398
0.75,2577
0.75,2651
0.75,2792
0.75,2799
0.75,2886
0.75,2910
0.75,3056
0.75,3210
0.75,3238
0.75,3360
0.75,3383
0.75,3438
0.75,3450
0.75,3473
0.75,3540
0.75,3625
0.75,3629
0.75,3688
0.75,3711
0.75,3779
0.75,3801
0.75,3803
0.75,3834
0.75,3865
0.75,3987
0.75,4046
0.75,4081
0.75,4173
0.75,4174
0.75,4190
0.75,4338
0.75,4346
0.75,4497
0.75,4758
0.75,4759
0.75,4787
0.75,4814
0.75,4869
0.75,4879
0.75,4927
0.75,4934
0.75,5003
0.75,5048
0.75,5083
0.75,5112
0.75,5126
0.75,5389
0.75,5396
0.75,5603
0.75,5671
0.75,5686
0.75,5817
0.75,5905
0.75,5930
0.75,6218
0.75,6449
0.75,6471
0.75,6662
0.75,6953
0.75,6995
0.75,7124
0.75,7198
0.75,7320
0.75,7431
0.75,7511
0.75,7784
0.75,7793
0.75,7934
0.75,8094
0.75,8106
0.75,8142
0.75,8220
0.75,8597
0.75,8825
0.75,8870
0.75,8925
0.75,8934
0.75,9149
0.75,9263
0.75,9427
0.75,9503
0.75,9691
0.75,9736
0.75,9892
0.75,10265
0.75,10268
0.75,10402
0.75,10450
0.75,10456
0.75,10573
0.75,10619
0.75,10729
0.75,11028
0.75,11129
0.75,11744
0.75,12089
0.75,12265
0.75,12969
0.75,13687
0.75,13697
0.75,13828
0.75,13870
0.75,13884
0.57143,279
0.57143,544
0.57143,872
0.57143,929
0.57143,1121
0.57143,2787
0.57143,3374
0.57143,3477
0.57143,3676
0.57143,3901
0.57143,4618
0.57143,5517
0.57143,5638
0.57143,5832
0.57143,5979
0.57143,7277
0.57143,8150
0.57143,8190
0.57143,9608
0.57143,9718
0.57143,10517
0.57143,10585
0.57143,10616
0.57143,10665
0.57143,10907
0.57143,11181
0.57143,11633
0.57143,12432
0.57143,12879
0.57143,12902
0.57143,12941
0.57143,12958
0.57143,12981
0.57143,13364
0.29412,176
0.29412,181
0.29412,195
0.29412,356
0.29412,600
0.29412,766
0.29412,876
0.29412,1023
0.29412,1883
0.29412,2075
0.29412,2184
0.29412,3509
0.29412,3859
0.29412,4847
0.29412,6070
0.29412,9619
0.29412,11527
0.29412,11529
0.29412,11607
0.29412,12080
0.29412,12447
0.29412,12453
0.29412,13441
0.29412,13535
0.28571,503
0.28571,546
0.25,2143
0.25,3620
0.25,4089
0.25,6367
0.25,6529
0.25,6547
0.25,6894
0.25,8557
0.25,8644
0.25,13012
0.2,77
0.2,155
0.2,745
0.2,1056
0.2,1275
0.2,1293
0.2,1808
0.2,2142
