10,208
10,929
10,1771
9,495
9,641
9,806
8,152
8,226
8,711
8,1073
8,1290
8,2032
8,2842
7,8
7,22
7,248
7,292
7,329
7,393
7,398
7,657
7,764
7,772
7,1016
7,1049
7,1160
7,1283
7,1448
7,10585
7,10587
7,10619
7,10926
7,11015
7,11358
7,11962
7,12958
6,24
6,40
6,125
6,184
6,194
6,287
6,380
6,434
6,504
6,613
6,677
6,784
6,820
6,1038
6,1255
6,1391
6,1446
6,2085
6,2732
6,2893
6,2965
6,5875
6,6224
6,6873
6,7463
6,10197
6,10525
6,10915
6,11014
6,11028
6,11131
6,11181
6,11264
6,12265
6,12432
5,43
5,114
5,181
5,195
5,211
5,312
5,353
5,405
5,421
5,424
5,481
5,531
5,696
5,741
5,785
5,822
5,860
5,872
5,879
5,918
5,1018
5,1334
5,1675
5,1716
5,2143
5,2282
5,2503
5,2578
5,2661
5,3180
5,3245
5,3415
5,3509
5,3569
5,3575
5,4931
5,5672
5,5979
5,6124
5,6325
5,6894
5,7571
5,8825
5,9350
5,9493
5,9857
5,10518
5,10535
5,10551
5,10907
5,10954
5,10958
5,11069
5,11125
5,11144
5,11342
5,12447
5,12981
5,13051
5,13274
5,13412
5,13603
5,13711
5,13833
5,13870
4,26
4,34
4,35
4,65
4,77
4,116
4,138
4,176
4,187
4,199
4,204
4,214
4,217
4,252
4,279
4,298
4,343
4,351
4,397
4,402
4,411
4,415
4,427
4,546
4,624
4,633
4,669
4,775
4,853
4,944
4,1148
4,1210
4,1362
4,1423
4,1470
4,1539
4,1563
4,1576
4,1588
4,1601
4,1653
4,1808
4,1908
4,2029
4,2118
4,2142
4,2193
4,2224
4,2240
4,2347
4,2398
4,2473
4,2536
4,2708
4,3230
4,3410
4,3612
4,4131
4,4756
4,4780
4,4927
4,4986
4,5227
4,5463
4,5695
4,5706
4,5736
4,6040
4,6218
4,6578
4,6828
4,6958
4,7019
4,7338
4,7793
4,8190
4,8267
4,9619
4,9692
4,10058
4,10287
4,10456
4,10517
4,10564
4,10650
4,10682
4,10710
4,10909
4,10919
4,10945
4,12089
4,12703
4,12900
4,13281
4,13364
4,13441
4,13830
4,13851
4,13884
3,6
3,29
3,83
3,87
3,88
3,106
3,111
3,141
3,180
3,218
3,267
3,315
3,324
3,348
3,356
3,360
3,363
3,475
3,479
3,491
3,501
3,503
3,597
3,690
3,697
3,749
3,757
3,790
3,850
3,895
3,927
3,1011
3,1040
3,1056
3,1084
3,1090
3,1118
3,1121
3,1128
3,1130
3,1168
3,1222
3,1294
3,1325
3,1474
3,1542
3,1640
3,1667
3,1673
3,1687
3,1693
3,1741
3,1960
3,1984
3,2069
3,2199
3,2340
3,2539
3,2590
3,2669
3,2696
3,2787
3,2933
3,3043
3,3208
3,3374
3,3534
3,3592
3,3779
3,3834
3,3859
3,3900
3,3901
3,4166
3,4190
3,4218
3,4917
3,4934
3,5116
3,5418
3,5424
3,5517
3,5714
3,5960
3,6000
3,6010
3,6071
3,6177
3,6210
3,6394
3,6529
3,6547
3,6651
3,6676
3,6739
3,6995
3,7202
